age,age_uncertainty_older,age_uncertainty_younger,co2,co2_uncertainty_higher,co2_uncertainty_lower,modern_latitude,modern_longitude
3290.24,,,354,88.13,60.85,12.75,-78.73
3293.11,,,301,61.57,42.97,12.75,-78.73
3296.43,,,387.36,93.14,62.93,12.75,-78.73
3299.45,,,379.75,79.7,66.54,12.75,-78.73
3302.61,,,458.94,112.83,80.54,12.75,-78.73
3304.12,,,415.34,91.78,69.09,12.75,-78.73
3310.76,,,400.57,93.79,65.16,12.75,-78.73
3314.6,,,421.78,89.19,75.57,12.75,-78.73
3317.52,,,323.99,67.82,51.88,12.75,-78.73
3320.3,,,368.66,71.7,52.97,12.75,-78.73
3323.22,,,293.81,67.12,41.99,12.75,-78.73
3326.14,,,413.92,101.94,61.84,12.75,-78.73
3329.2,,,327.85,71.73,52.03,12.75,-78.73
3332.13,,,315.76,65.33,51.18,12.75,-78.73
2019.29,,,347.53,64.31,46.2,12.75,-78.73
2941.22,,,321.94,60.94,41.4,12.75,-78.73
3180.88,,,270.33,43.83,32.56,12.75,-78.73
3204.4,,,338.3,62.01,45.76,12.75,-78.73
3235.13,,,320.45,50.57,39.16,12.75,-78.73
4003.18,,,386.25,62.58,58.9,12.75,-78.73
4225.71,,,364.48,62.36,53.71,12.75,-78.73
16720,,,570.14,230.67,177.81,10.0975,162.866
17720,,,490.26,193.84,156.46,10.0975,162.866
18510,,,351.52,132.21,108.81,10.0975,162.866
19430,,,285.57,115.35,91.99,10.0975,162.866
20020,,1000,356.5,144.19,116.46,10.0975,162.866
20560,,1000,394.84,164.87,130.88,10.0975,162.866
21780,,,302.26,133.16,101.43,10.0975,162.866
11540,,,353.79,132.17,107.21,-16.737,115.535
12100,,,348.01,125.72,102.85,-16.737,115.535
12520,,,298.99,132.18,98.52,-16.737,115.535
17,,,185.27,19.8,18.92,3.7191,-42.9084
560,,,199.53,37.48,31.6,3.7191,-42.9084
1530,,,189.11,30.57,25.78,3.7191,-42.9084
1880,,,177.29,27.48,23.97,3.7191,-42.9084
2210,,,243.86,38.49,32.23,3.7191,-42.9084
2550,,,230.77,30.81,28.79,3.7191,-42.9084
2880,,,190.18,26.43,23.09,3.7191,-42.9084
3250,,,301.63,45.15,39.93,3.7191,-42.9084
4420,,,300.02,90.38,79.24,3.7191,-42.9084
4860,,,429.87,187.27,136.2,3.7191,-42.9084
5330,,,449.16,150.5,128.02,3.7191,-42.9084
5800,,,430.18,161.54,125.3,3.7191,-42.9084
8560,,,489.26,177.7,145,3.7191,-42.9084
9240,,,441.19,158.28,131.21,3.7191,-42.9084
9870,,,313.36,105.29,91.19,3.7191,-42.9084
10600,,,359.52,152.94,114.68,3.7191,-42.9084
16380,,,344.72,120.01,103.71,3.7191,-42.9084
16010,,,519.01,198.42,163.22,3.7191,-42.9084
16020,,,379.51,136.06,116.17,3.7191,-42.9084
16070,,,424.17,157.82,130.7,3.7191,-42.9084
16860,,,371.07,138.22,116.21,3.7191,-42.9084
16900,,,389.43,147.59,124.03,3.7191,-42.9084
17080,,,342.4,128.57,105.89,3.7191,-42.9084
18250,,,311.53,115.72,96.07,3.7191,-42.9084
19140,,,385.41,153.94,121.49,3.7191,-42.9084
20090,,,255.52,98.58,80.99,3.7191,-42.9084
5810,,,312.26,99.25,85.89,16.553,-79.867
6540,,,382.21,122.52,108.33,16.553,-79.867
7000,,,420.68,136.13,115.34,16.553,-79.867
8450,,,402.55,140.89,116.79,16.553,-79.867
13950,,,572.51,246.1,173.4,35.926,4.335
13901.77,,,518.7,220.88,155.52,35.926,4.335
13829.42,,,549.34,241.84,165.67,35.926,4.335
13732.97,,,425.06,167.64,125.34,35.926,4.335
13708.85,,,468.46,195.33,141.48,35.926,4.335
13646.8,,,463.98,184.15,136.54,35.926,4.335
1.66,,,261.26,19.99,18.54,12.744,-78.7393
930.47,,,246.73,24.66,22.63,12.744,-78.7393
1426.26,,,215.01,25.54,22.22,12.744,-78.7393
2019.29,,,364.61,50.12,44.01,12.744,-78.7393
2941.22,,,349.12,44.37,39.1,12.744,-78.7393
3204.4,,,360.95,46.66,40.42,12.744,-78.7393
4003.18,,,415.83,144.58,111.38,12.744,-78.7393
4225.71,,,397.22,135.77,105.61,12.744,-78.7393
15653.58,,,475.42,210.57,146.45,-16.73972,115.53611
15715.46,,,674.39,369.23,226.08,-16.73972,115.53611
15729.53,,,717.54,400.83,239.6,-16.73972,115.53611
15743.59,,,518.41,231.94,162.2,-16.73972,115.53611
15771.72,,,462.23,205.02,142.58,-16.73972,115.53611
15813.92,,,452.32,216.98,148.11,-16.73972,115.53611
15842.05,,,751.43,644.03,283.79,-16.73972,115.53611
15884.24,,,455.88,217.05,147.56,-16.73972,115.53611
15898.31,,,483.59,240.49,157.33,-16.73972,115.53611
15934.88,,,787.41,507.97,275.95,-16.73972,115.53611
15968.63,,,665,355.81,226.13,-16.73972,115.53611
16011.51,,,442.59,180.71,136.37,-16.73972,115.53611
16039.08,,,449.13,244.49,151.68,-16.73972,115.53611
16042.84,,,492.34,229.33,156.03,-16.73972,115.53611
16049.1,,,910.53,617.51,325.13,-16.73972,115.53611
16055.37,,,501.15,225.86,155.82,-16.73972,115.53611
16086.69,,,454.35,195.41,140.74,-16.73972,115.53611
16111.75,,,612.2,350.93,209.16,-16.73972,115.53611
16124.28,,,481.45,209.26,149.8,-16.73972,115.53611
16136.81,,,423.62,188.34,130.71,-16.73972,115.53611
16149.34,,,370.75,166.73,116.84,-16.73972,115.53611
16161.87,,,713.32,493,261.45,-16.73972,115.53611
16174.4,,,430.86,183.93,132.23,-16.73972,115.53611
16186.93,,,707.82,402.08,239.87,-16.73972,115.53611
16199.46,,,409.46,167.86,123.33,-16.73972,115.53611
16211.99,,,756.86,456.3,260.07,-16.73972,115.53611
16224.52,,,654.01,338.88,217.57,-16.73972,115.53611
16230.79,,,355.84,139.77,106.7,-16.73972,115.53611
16249.58,,,782.04,657.05,300.32,-16.73972,115.53611
16292.61,,,419.79,175.81,127.17,-16.73972,115.53611
16307.28,,,384.24,149.36,113.6,-16.73972,115.53611
16317.06,,,370.12,157.84,112.71,-16.73972,115.53611
16336.62,,,515.84,244.92,162.52,-16.73972,115.53611
16385.52,,,328.3,137.69,102.98,-16.73972,115.53611
16484,,,392.69,165.03,119.94,-16.73972,115.53611
12374.58,,,338.74,125.18,94.8,-16.74,115.536
12774.05,,,388.96,149.47,113.58,-16.74,115.536
13224.38,,,421.89,171.47,123.05,-16.74,115.536
13385,,,418.49,169.21,122.57,-16.74,115.536
13535,,,412.3,166.06,122.34,-16.74,115.536
13610,,,439.68,184.8,129.02,-16.74,115.536
13870.52,,,456.39,193.93,138.14,-16.74,115.536
13936.65,,,462.73,194,140.1,-16.74,115.536
14184.22,,,632.88,331.54,206.45,-16.74,115.536
15136.56,,,547.35,272.76,174.61,-16.74,115.536
15670.94,,,490.48,222.05,149.84,-16.74,115.536
15994.38,,,642.63,353.8,214.22,-16.74,115.536
16220,,,369.71,145.98,111.66,-16.74,115.536
11697.87,,,445.73,189.17,131.96,-16.74,115.536
13763.13,,,402.12,156.1,119.49,-16.74,115.536
15838.07,,,575.31,281.01,182.97,-16.74,115.536
3.91,2,2,273.9,23.53,22.36,12.74,-78.74
4.63,2,2,263.06,21.03,19.25,12.74,-78.74
5.02,2,2,281.14,23.64,22.57,12.74,-78.74
7.82,2,2,258.56,22.67,21.23,12.74,-78.74
7.82,2,2,268.58,24.88,22.23,12.74,-78.74
9.49,2,2,266.08,23.1,21.82,12.74,-78.74
10.32,2,2,240.79,22.81,21.49,12.74,-78.74
11.65,2,2,256.26,22.78,21.64,12.74,-78.74
14.01,2,2,234.32,20.44,18.77,12.74,-78.74
15.07,2,2,231.41,20.27,18.71,12.74,-78.74
15.07,2,2,220.22,19.35,18.31,12.74,-78.74
17.26,2,2,223.23,19.11,17.48,12.74,-78.74
19.19,2,2,166.36,15.32,14.08,12.74,-78.74
21.12,2,2,201.25,16.66,15.53,12.74,-78.74
22.61,2,2,203.9,17.34,16.33,12.74,-78.74
24.38,2,2,183.92,15.42,14.47,12.74,-78.74
25.51,2,2,175.55,16.82,15.92,12.74,-78.74
25.51,2,2,170.91,14.94,13.68,12.74,-78.74
35.82,2,2,214.42,18.77,17.43,12.74,-78.74
46.61,2,2,210.31,17.71,16.86,12.74,-78.74
52.14,2,2,200.68,18.37,16.96,12.74,-78.74
61.28,2,2,201.4,21.11,18.8,12.74,-78.74
77.3,2,2,236.93,21.44,19.73,12.74,-78.74
84.33,2,2,238.18,23.09,21.54,12.74,-78.74
89.11,2,2,263.21,23.69,21.81,12.74,-78.74
100.36,2,2,272.11,26.49,24.54,12.74,-78.74
106.12,2,2,250.38,23.26,22.14,12.74,-78.74
111.32,2,2,276.43,26.06,24.78,12.74,-78.74
116.82,2,2,305.46,33.86,31.22,12.74,-78.74
118.81,2,2,320.92,36.9,32.22,12.74,-78.74
119.06,2,2,297.43,31.52,28.12,12.74,-78.74
121.79,2,2,331.35,30.16,28.43,12.74,-78.74
123.77,2,2,267.19,23.67,21.98,12.74,-78.74
124.37,2,2,281.18,24.67,23.06,12.74,-78.74
127.48,2,2,271.51,26.21,23.28,12.74,-78.74
130.86,2,2,281.5,30.64,28.56,12.74,-78.74
131.91,2,2,248.66,22.79,21.57,12.74,-78.74
133.22,2,2,236.46,22.09,20.24,12.74,-78.74
134,2,2,210.93,20.37,19.11,12.74,-78.74
135.57,2,2,208.72,20.2,18.6,12.74,-78.74
138.97,2,2,208.61,19.28,18.26,12.74,-78.74
146.69,2,2,216.63,20.43,19.24,12.74,-78.74
150.04,2,2,209.79,19.96,18.36,12.74,-78.74
169.76,2,2,209.58,19.41,18.18,12.74,-78.74
179.94,2,2,206.54,19.66,17.69,12.74,-78.74
184.37,2,2,214.37,20.9,19.2,12.74,-78.74
190.01,2,2,223.75,21.38,19.21,12.74,-78.74
191.68,2,2,223.81,20.95,19.83,12.74,-78.74
198.07,2,2,246.23,22.47,21.83,12.74,-78.74
211.57,2,2,274.42,27.41,24.92,12.74,-78.74
220.44,2,2,261.03,24.35,22.29,12.74,-78.74
223.66,2,2,259.32,27.23,24.37,12.74,-78.74
227.1,2,2,232.53,22.18,21.19,12.74,-78.74
235.76,2,2,259.56,26.1,23.77,12.74,-78.74
239.48,2,2,242.21,23.06,21.25,12.74,-78.74
242.9,2,2,274.68,27.82,25.8,12.74,-78.74
247.18,2,2,259.76,24.62,22.66,12.74,-78.74
250.07,2,2,224.97,21.63,19.77,12.74,-78.74
257.84,2,2,233.39,21.61,20,12.74,-78.74
1087.26,2,2,232.86,27.37,24.96,12.74,-78.74
1088.69,2,2,257.79,31.05,27.12,12.74,-78.74
1090.03,2,2,223.46,24.86,22.67,12.74,-78.74
1092.67,2,2,242.14,28.26,25.54,12.74,-78.74
1094.71,2,2,251.16,30.96,26.88,12.74,-78.74
1099.46,2,2,320.95,39.69,33.75,12.74,-78.74
1102.42,2,2,301.81,36.05,32.6,12.74,-78.74
1103.16,2,2,286.05,38.76,33.81,12.74,-78.74
1106.2,2,2,246.55,27.48,24.84,12.74,-78.74
1107.82,2,2,262.51,31.08,27.72,12.74,-78.74
1110.3,2,2,284.02,33.26,30.19,12.74,-78.74
1112.8,2,2,246.21,28.14,26.09,12.74,-78.74
1115.26,2,2,227.64,26.65,24.04,12.74,-78.74
1117.86,2,2,215.33,24.03,21.61,12.74,-78.74
1120.36,2,2,248.31,27.33,24.69,12.74,-78.74
1123.09,2,2,205.25,22.59,21.25,12.74,-78.74
1126.06,2,2,246.43,29.02,26.76,12.74,-78.74
1127.81,2,2,244.73,29.62,27.08,12.74,-78.74
1130.97,2,2,249.59,28.55,25.97,12.74,-78.74
1136.57,2,2,291.67,34.3,29.86,12.74,-78.74
1140.03,2,2,305.43,37.85,33.23,12.74,-78.74
1143.23,2,2,278.14,35.69,31.87,12.74,-78.74
1145.33,2,2,295.74,38.82,33.68,12.74,-78.74
1148.9,2,2,310.44,47.37,39.87,12.74,-78.74
1150.94,2,2,260.5,34.06,29.86,12.74,-78.74
1154.09,2,2,248.05,31.16,27.95,12.74,-78.74
1157.77,2,2,299.72,38.19,34.12,12.74,-78.74
1160.73,2,2,307.68,39.38,35.49,12.74,-78.74
1162.85,2,2,275.14,33.12,29.23,12.74,-78.74
1169.86,2,2,283.63,33.15,30.07,12.74,-78.74
1177.57,2,2,273.2,33.87,30.39,12.74,-78.74
1179.66,2,2,263.28,32.4,29.43,12.74,-78.74
1181.75,2,2,233.36,27.09,24.5,12.74,-78.74
1184.06,2,2,226.28,27.11,23.81,12.74,-78.74
1185.97,2,2,257.13,30.73,28.03,12.74,-78.74
1188.07,2,2,265.36,31.66,28.28,12.74,-78.74
1191.31,2,2,215.8,24.29,22.66,12.74,-78.74
1195.15,2,2,208.27,25.13,22.81,12.74,-78.74
1203.26,2,2,195.5,22.3,20.35,12.74,-78.74
1206.76,2,2,219.15,25.18,22.27,12.74,-78.74
1209.99,2,2,238.88,29.19,26,12.74,-78.74
1214.48,2,2,287.94,36.15,31.25,12.74,-78.74
1216.42,2,2,272.15,34.24,30.64,12.74,-78.74
1218.54,2,2,298.36,38.23,34.07,12.74,-78.74
1224.18,2,2,255.14,33.4,29.55,12.74,-78.74
1227.17,2,2,271.52,35.04,30.6,12.74,-78.74
1230.72,2,2,312.45,43.09,37.1,12.74,-78.74
1233.9,2,2,295.82,37.79,33.14,12.74,-78.74
1236.18,2,2,262.84,31.53,27.71,12.74,-78.74
1239.83,2,2,269.3,33.06,29.43,12.74,-78.74
1243.25,2,2,292.57,34.63,30.69,12.74,-78.74
2337.82,,,287.9,39.39,33.98,12.75,-78.73
2346.71,,,286.77,44.41,38.01,12.75,-78.73
2352.72,,,280.79,38.24,32.74,12.75,-78.73
2362.22,,,395.87,63.84,54.59,12.75,-78.73
2372.2,,,368.33,52.55,46.35,12.75,-78.73
2381.29,,,333.35,48.12,39.75,12.75,-78.73
2389.32,,,338.01,46.51,39.36,12.75,-78.73
2410.92,,,257.88,32.22,29.52,12.75,-78.73
2424.89,,,303.33,39.22,35.22,12.75,-78.73
2451.23,,,293.88,37.73,33.83,12.75,-78.73
2474.49,,,312,40.3,35.52,12.75,-78.73
2500.4,,,325.81,44.22,38.82,12.75,-78.73
2501.4,,,329.85,43.64,38.07,12.75,-78.73
2521.93,,,231.24,28.61,25.82,12.75,-78.73
2545.15,,,307.41,39.62,35.59,12.75,-78.73
2561.9,,,279.24,36.33,31.6,12.75,-78.73
2579.43,,,303.63,38.69,34.33,12.75,-78.73
2594.84,,,333,46.72,40.29,12.75,-78.73
2615.07,,,260.75,33.84,29.15,12.75,-78.73
2624.5,,,283.12,36.61,31.91,12.75,-78.73
2630.91,,,233.68,28.97,26.35,12.75,-78.73
2648.26,,,264.21,33.33,28.7,12.75,-78.73
2664.7,,,283.84,37.29,32.33,12.75,-78.73
2673.02,,,247.51,32.04,28.05,12.75,-78.73
2680.36,,,297.97,39.29,33.71,12.75,-78.73
2686.56,,,265.07,33.88,30.51,12.75,-78.73
2695.16,,,256.33,32.81,29.3,12.75,-78.73
2700.04,,,221.63,35.17,31.58,12.75,-78.73
2703.2,,,294.1,39.95,35.59,12.75,-78.73
2707.21,,,246.29,30.16,27.37,12.75,-78.73
2745.52,,,313.09,40.92,36.11,12.75,-78.73
2751.48,,,297.45,42.59,36.84,12.75,-78.73
2764.19,,,328.67,44.03,38.92,12.75,-78.73
2777.48,,,260.5,33.51,29.58,12.75,-78.73
2798.54,,,262.71,34.45,30.68,12.75,-78.73
2830.18,,,295.47,38.73,34.16,12.75,-78.73
2831.68,,,331.01,61.88,49.68,12.75,-78.73
2838.9,,,353.81,48.3,43.27,12.75,-78.73
2849.18,,,283.89,37.97,33.84,12.75,-78.73
2858.32,,,398.76,57.01,50.84,12.75,-78.73
2912.38,,,335.92,46.29,40.69,12.75,-78.73
2923.56,,,340.14,48.8,42.38,12.75,-78.73
2941.58,,,308.25,41.34,35.77,12.75,-78.73
2950.49,,,323.34,45.67,39.42,12.75,-78.73
2951.16,,,375.9,66.75,54.09,12.75,-78.73
2959.6,,,317.3,39.94,36.28,12.75,-78.73
2978.07,,,300.67,39.96,35.42,12.75,-78.73
3002.81,,,333.67,46.93,40.85,12.75,-78.73
3011,,,322.28,45.2,38.71,12.75,-78.73
3027.58,,,342.74,46.75,41.98,12.75,-78.73
3042.66,,,374.75,55.29,48.69,12.75,-78.73
3050.02,,,376.19,52.04,46.06,12.75,-78.73
3059.03,,,326.48,49.65,42.85,12.75,-78.73
3062.96,,,369.64,54.65,45.29,12.75,-78.73
3066.54,,,341.39,48.78,43.37,12.75,-78.73
3091.18,,,303.94,42.14,36.33,12.75,-78.73
3100.18,,,291.55,39.35,33.94,12.75,-78.73
3114.24,,,350.04,50.31,42.86,12.75,-78.73
3133.15,,,309.32,45.93,39.85,12.75,-78.73
3143.17,,,301.07,45.5,38.95,12.75,-78.73
3151.9,,,356.31,85.44,66.24,12.75,-78.73
3157.94,,,306.55,42.82,37.82,12.75,-78.73
3171.55,,,401.72,58.98,51,12.75,-78.73
3179.79,,,343.07,46.62,42.09,12.75,-78.73
3189.19,,,261.36,35.4,30.9,12.75,-78.73
3198.73,,,300.29,41.62,37.1,12.75,-78.73
3209.38,,,297.34,43.19,38.01,12.75,-78.73
3224.6,,,337,50.03,42.41,12.75,-78.73
3239.89,,,374.76,76.17,59.1,12.75,-78.73
3242.93,,,316.69,46.31,38.66,12.75,-78.73
3245.81,,,287.56,38.77,35.07,12.75,-78.73
3259.58,,,312.42,52.53,43.03,12.75,-78.73
3270.17,,,328.83,58.51,49.15,12.75,-78.73
3280.6,,,284.04,40.88,35.36,12.75,-78.73
3.63,,,283.39,22.96,22.96,4.77,-20.93
14.61,,,253.95,20.17,20.17,4.77,-20.93
20.44,,,183.44,13.82,13.82,4.77,-20.93
40.84,,,218.4,16.9,16.9,4.77,-20.93
70.58,,,246.26,19.48,19.48,4.77,-20.93
113.57,,,267.29,21.59,21.59,4.77,-20.93
123.23,,,317.84,26.73,26.73,4.77,-20.93
128.06,,,279.3,22.82,22.82,4.77,-20.93
136.84,,,194.89,14.86,14.86,4.77,-20.93
138.59,,,175.16,13.21,13.21,4.77,-20.93
329.11,,,294.82,24.58,24.58,4.77,-20.93
358.55,,,201.87,15.57,15.57,4.77,-20.93
366.89,,,214.13,16.72,16.72,4.77,-20.93
386.37,,,242.34,19.38,19.38,4.77,-20.93
409.09,,,297.46,24.9,24.9,4.77,-20.93
418.81,,,271.12,22.2,22.2,4.77,-20.93
541.55,,,234.83,18.63,18.63,4.77,-20.93
616.27,,,244.95,19.65,19.65,4.77,-20.93
650.99,,,166.92,12.6,12.6,4.77,-20.93
662.08,,,189.43,14.52,14.52,4.77,-20.93
675.04,,,211.01,16.42,16.42,4.77,-20.93
702.17,,,250.36,20.16,20.16,4.77,-20.93
703.51,,,260.18,21.1,21.1,4.77,-20.93
731.02,,,219.29,17.21,17.21,4.77,-20.93
752.43,,,201.41,15.55,15.55,4.77,-20.93
891.89,,,195.3,15.02,15.02,4.77,-20.93
949.99,,,281.85,23.22,23.22,4.77,-20.93
952.84,,,308.6,25.93,25.93,4.77,-20.93
1072.82,,,295.27,24.53,24.53,4.77,-20.93
1078.92,,,257.3,20.73,20.73,4.77,-20.93
1168.28,,,264.52,21.43,21.43,4.77,-20.93
1192.45,,,208.96,16.21,16.21,4.77,-20.93
1212.55,,,221.3,17.3,17.3,4.77,-20.93
1233.29,,,243.6,19.45,19.45,4.77,-20.93
1238.67,,,270.38,22.03,22.03,4.77,-20.93
1253,,,200.59,15.39,15.39,4.77,-20.93
1261.66,,,237.73,18.85,18.85,4.77,-20.93
1353.31,,,283.8,23.35,23.35,4.77,-20.93
1412.7,,,218.4,17.01,17.01,4.77,-20.93
1499.16,,,266.35,21.36,21.36,4.77,-20.93
1578.88,,,214.81,16.76,16.76,4.77,-20.93
1653.01,,,214.31,16.7,16.7,4.77,-20.93
1666.79,,,218.06,17.03,17.03,4.77,-20.93
1673.69,,,271.38,22.07,22.07,4.77,-20.93
1854.15,,,267.48,21.73,21.73,4.77,-20.93
1863.78,,,208.29,16.09,16.09,4.77,-20.93
1931.75,,,296.7,24.62,24.62,4.77,-20.93
1948.17,,,190.9,14.63,14.63,4.77,-20.93
1955.83,,,183.73,13.98,13.98,4.77,-20.93
1979.3,,,286.35,23.47,23.47,4.77,-20.93
2019.73,,,279.98,22.76,22.76,4.77,-20.93
2048.19,,,238.23,18.87,18.87,4.77,-20.93
3.83,,,281.5,22.96,22.96,4.77,-20.93
11.01,,,255.2,20.17,20.17,4.77,-20.93
22.72,,,185.2,13.82,13.82,4.77,-20.93
49.41,,,222.5,16.9,16.9,4.77,-20.93
68.11,,,251.9,19.48,19.48,4.77,-20.93
109.16,,,277.1,21.59,21.59,4.77,-20.93
128.4,,,330.1,26.73,26.73,4.77,-20.93
131.32,,,290,22.82,22.82,4.77,-20.93
136.63,,,203.4,14.86,14.86,4.77,-20.93
137.69,,,189,13.21,13.21,4.77,-20.93
317.44,,,314.1,24.58,24.58,4.77,-20.93
362.43,,,214.8,15.57,15.57,4.77,-20.93
370.03,,,229.2,16.72,16.72,4.77,-20.93
383.73,,,259.5,19.38,19.38,4.77,-20.93
414.08,,,317.7,24.9,24.9,4.77,-20.93
421.57,,,292.7,22.2,22.2,4.77,-20.93
3.92,0.04,0.04,282.07,29,29,12.75,-78.73
4.63,0.04,0.04,265.16,29,29,12.75,-78.73
5.03,0.04,0.04,283.46,29,29,12.75,-78.73
7.82,0.04,0.04,263.84,29,29,12.75,-78.73
7.82,0.04,0.04,276.08,29,29,12.75,-78.73
9.49,0.04,0.04,279.05,29,29,12.75,-78.73
10.32,0.04,0.04,253.72,29,29,12.75,-78.73
11.65,0.04,0.04,272.18,29,29,12.75,-78.73
14.01,0.04,0.04,250.78,29,29,12.75,-78.73
15.07,0.04,0.04,249.49,29,29,12.75,-78.73
15.07,0.04,0.04,236.58,29,29,12.75,-78.73
17.26,0.04,0.04,240.35,29,29,12.75,-78.73
19.19,0.04,0.04,175.9,29,29,12.75,-78.73
21.12,0.04,0.04,218.78,29,29,12.75,-78.73
22.46,0.04,0.04,219.99,29,29,12.75,-78.73
24.79,0.04,0.04,195.21,29,29,12.75,-78.73
26.28,0.04,0.04,184.8,29,29,12.75,-78.73
26.28,0.04,0.04,179.7,29,29,12.75,-78.73
3.1,,,259.37,29,29,3.83167,-41.62167
5.98,,,263.8,29,29,3.83167,-41.62167
8.52,,,240.18,29,29,3.83167,-41.62167
10.54,,,262.31,29,29,3.83167,-41.62167
12.55,,,206.34,29,29,3.83167,-41.62167
14.57,,,220,29,29,3.83167,-41.62167
16.59,,,193.91,29,29,3.83167,-41.62167
18.16,,,194.11,29,29,3.83167,-41.62167
19.06,,,209.4,29,29,3.83167,-41.62167
20.86,,,216.74,29,29,3.83167,-41.62167
23.86,,,225.22,29,29,3.83167,-41.62167
27.37,,,208.16,29,29,3.83167,-41.62167
30.88,,,253.37,29,29,3.83167,-41.62167
1975.13,6,6,201.6,45.66,51.92,12.91083,-78.83333
2026.54,6,6,244.7,51.46,59.36,12.91083,-78.83333
2078.09,6,6,228.7,49.27,56.56,12.91083,-78.83333
2161.01,6,6,204.2,46,52.36,12.91083,-78.83333
2166.04,6,6,365.6,69.06,81.48,12.91083,-78.83333
2201.94,6,6,368.8,69.54,82.08,12.91083,-78.83333
2304.67,6,6,220.6,48.18,55.16,12.91083,-78.83333
2502.94,6,6,350.4,66.78,78.63,12.91083,-78.83333
2558.58,6,6,292.7,58.27,67.97,12.91083,-78.83333
2600.86,6,6,185.6,43.61,49.25,12.91083,-78.83333
2685.47,6,6,176.5,42.47,47.77,12.91083,-78.83333
2702.22,6,6,340.5,65.3,76.79,12.91083,-78.83333
2705.51,6,6,297,58.89,68.76,12.91083,-78.83333
2708.11,6,6,221.3,48.27,55.28,12.91083,-78.83333
2710.46,6,6,316.8,61.79,72.39,12.91083,-78.83333
2751.56,6,6,282.7,56.83,66.16,12.91083,-78.83333
2772.86,6,6,386.5,72.23,85.42,12.91083,-78.83333
2778.72,6,6,401.3,74.48,88.22,12.91083,-78.83333
2781.41,6,6,298.8,59.15,69.09,12.91083,-78.83333
2795.49,6,6,297.4,58.95,68.83,12.91083,-78.83333
2918.77,6,6,224.1,48.65,55.76,12.91083,-78.83333
3000.57,6,6,336.8,64.74,76.1,12.91083,-78.83333
3073.92,6,6,247.5,51.85,59.85,12.91083,-78.83333
3081.38,6,6,393.6,73.31,86.76,12.91083,-78.83333
3104.91,6,6,231.9,49.71,57.11,12.91083,-78.83333
3155.92,6,6,215.7,47.52,54.31,12.91083,-78.83333
3218.57,6,6,224.9,48.76,55.9,12.91083,-78.83333
3239.16,6,6,313.4,61.29,71.77,12.91083,-78.83333
3259.14,6,6,234.5,50.06,57.57,12.91083,-78.83333
3321.59,6,6,256.6,53.12,61.47,12.91083,-78.83333
3403.24,6,6,237.8,50.51,58.15,12.91083,-78.83333
3406.73,6,6,233.5,49.92,57.39,12.91083,-78.83333
3471.47,6,6,274.6,55.67,64.69,12.91083,-78.83333
3542.53,6,6,312.3,61.12,71.56,12.91083,-78.83333
3590.77,6,6,265.2,54.33,63,12.91083,-78.83333
3716.06,6,6,292.8,58.28,67.99,12.91083,-78.83333
3792.18,6,6,270.5,55.08,63.96,12.91083,-78.83333
3870.13,6,6,390.9,72.9,86.25,12.91083,-78.83333
3961.07,6,6,277.5,56.08,65.22,12.91083,-78.83333
4036.18,6,6,317.4,61.87,72.5,12.91083,-78.83333
4117.13,6,6,376.7,70.74,83.57,12.91083,-78.83333
4580.3,6,6,407.7,75.46,89.44,12.91083,-78.83333
12280,,,190,36,36,-16.74,115.536
12720,,,223,42,41,-16.74,115.536
13250,,,244,47,46,-16.74,115.536
13480,,,243,47,46,-16.74,115.536
13720,,,240,46,45,-16.74,115.536
13830,,,257,50,49,-16.74,115.536
14170,,,268,54,52,-16.74,115.536
14310,,,272,52,51,-16.74,115.536
14800,,,374,82,76,-16.74,115.536
15040,,,332,75,69,-16.74,115.536
15560,,,298,59,57,-16.74,115.536
15870,,,392,92,84,-16.74,115.536
16380,,,225,43,42,-16.74,115.536
11800,,,247,46,46,-16.74,115.536
13600,,,232,43,43,-16.74,115.536
14940,,,346,65,63,-16.74,115.536
538.7,,,162.23,10.52,9.8,-28.53,2.85
541.8,,,281.48,20.62,18.85,-28.53,2.85
596.3,,,162.82,10.56,9.84,-28.53,2.85
620.4,,,169.25,11.05,10.28,-28.53,2.85
757.9,,,174.84,23.08,20.05,-28.53,2.85
819.4,,,152.2,9.78,9.13,-28.53,2.85
858.8,,,168.45,10.98,10.22,-28.53,2.85
944.5,,,183.29,12.11,11.25,-28.53,2.85
1820.4,,,249.66,17.62,16.2,-28.53,2.85
2736,,,273.81,53.28,42.73,-28.53,2.85
2887.2,,,481.26,47.78,41.82,-28.53,2.85
3214.5,,,423.48,35.82,32.04,-28.53,2.85
3659.4,,,356.76,31.77,28.37,-28.53,2.85
3887,,,506.94,46.49,41.04,-28.53,2.85
4099.5,,,379.77,30.62,27.59,-28.53,2.85
5185,,,432.59,57.42,48.43,-28.53,2.85
6350,,,331.84,29.02,26,-28.53,2.85
85,25,25,341,86,57,5.67167,172.51611
980,390,510,311,17,15,5.67167,172.51611
1490,190,40,295,47,40,5.67167,172.51611
3000,100,100,208,45,35,5.67167,172.51611
3310,190,210,248,15,9,5.67167,172.51611
3870,30,70,281,29,26,5.67167,172.51611
6000,1100,200,268,9,8,5.67167,172.51611
6200,900,400,305,46,40,5.67167,172.51611
9020,1180,1920,212,9,8,10.10056,162.86722
10390,10,190,236,23,21,10.10056,162.86722
11400,100,100,226,46,39,10.10056,162.86722
