age,age_uncertainty_older,age_uncertainty_younger,co2,co2_uncertainty_higher,co2_uncertainty_lower,modern_latitude,modern_longitude
33330,,,890,290,290,-9.18639,39.55111
33470,,,930,320,320,-9.21528,39.54833
33590,,,690,230,230,-9.18639,39.55111
33960,,,870,300,300,-9.21528,39.54833
34210,,,960,330,330,-9.21528,39.54833
34420,,,940,360,360,-9.21528,39.54833
34630,,,810,310,310,-9.21528,39.54833
40338,,,1001.93,185.12,162.55,9.2658,-54.5439
40933,,,918.97,172.19,158.44,9.2658,-54.5439
41796,,,790.99,147.07,134.7,9.2658,-54.5439
43763,,,1018.58,207.16,181.82,9.2658,-54.5439
44825,,,927.04,188.78,148.51,9.2658,-54.5439
45701,,,848.1,131.51,123.88,9.2658,-54.5439
46571,,,1084.14,190.52,178.38,9.4333,-54.7333
47496,,,1420.45,307.89,262.07,9.4333,-54.733
48137,,,1907.63,472.23,364.24,9.4333,-54.733
49001,,,1754.53,413.6,327.97,9.4333,-54.7333
49831,,,1226.98,266.02,211.24,9.4333,-54.7333
50705,,,1157.47,221.02,211.38,9.4333,-54.7333
50856,,,1135.38,235.29,187.47,9.4333,-54.7333
51980,,,1285.1,286.79,217.55,9.4333,-54.7333
51980,,,1011.62,207.35,171.26,9.4333,-54.7333
53628,,,1027.76,214.7,179.05,9.4333,-54.7333
54678,,,647.83,122.7,97.49,9.4333,-54.7328
55541,,,796.67,163.04,127.04,9.4333,-54.7333
35607.55,,,910.3,180.67,160.46,18.4403,-179.5558
36396.42,,,871.97,199.35,157.48,18.4403,-179.5558
36963.28,,,883,190.95,138.92,18.4403,-179.5558
36963.28,,,830.6,167.98,146.54,18.4403,-179.5558
37636.08,,,814.01,334.09,203.91,18.4403,-179.5558
38109.41,,,898.8,209.28,160.36,18.4403,-179.5558
38781.08,,,893.23,156.4,157.32,18.4403,-179.5558
38781.08,,,887.01,169.97,153.25,18.4403,-179.5558
38781.08,,,950.09,207.79,172.86,18.4403,-179.5558
38781.08,,,947.84,191.91,180.3,18.4403,-179.5558
39445.98,,,787.87,188.68,159.63,18.4403,-179.5558
39445.98,,,945.83,195.63,151.98,18.4403,-179.5558
40250.64,,,966.73,219.38,165.53,18.4403,-179.5558
40917.8,,,864.55,177.08,143.35,18.4403,-179.5558
41467.76,,,963.44,195.69,180.52,18.4403,-179.5558
42387.36,,,885.73,185.4,148.84,18.4403,-179.5558
43068.05,,,945.05,199.58,173.52,18.4403,-179.5558
43068.05,,,955.12,182.42,159.99,18.4403,-179.5558
43383.6,,,857.89,155.43,142.82,18.4403,-179.5558
43744.22,,,1044.29,201.5,161.86,18.4403,-179.5558
44537.61,,,1063.92,209.44,181,18.4403,-179.5558
44873.44,,,1014.87,197.44,187.64,18.4403,-179.5558
44873.44,,,1023.7,208.22,170.65,18.4403,-179.5558
44873.44,,,895.03,187.42,152.68,18.4403,-179.5558
44873.44,,,874.28,184.72,152.81,18.4403,-179.5558
45204.77,,,958.56,175.94,154.15,18.4403,-179.5558
45204.77,,,1116.12,235.12,197.96,18.4403,-179.5558
45753.6,,,1030.3,197.16,174.94,18.4403,-179.5558
46317.08,,,1004.96,205.14,172.24,18.4403,-179.5558
46655.17,,,962.4,188.06,154.47,18.4403,-179.5558
47331.35,,,1070.43,192.97,163.18,18.4403,-179.5558
48015.42,,,1136.71,200.92,197.22,18.4403,-179.5558
48015.42,,,1039.03,215.68,184.79,18.4403,-179.5558
49134.49,,,1185.02,255.2,211.33,18.4403,-179.5558
49818.56,,,1116.42,256.93,207.65,18.4403,-179.5558
48112.48,,,985.12,274.01,222.34,41.42499,-49.82331
49990.74,,,1476.54,400.72,342.11,41.29565,-49.23309
49990.74,,,1491.93,477.8,360.52,41.29565,-49.23309
50541.61,,,2127.59,689.83,539.59,41.29582,-49.23309
50593.76,,,2157.37,897.57,592.09,41.29582,-49.23309
50603.24,,,2117.77,667.1,535.37,41.29582,-49.23309
50603.24,,,2275.91,912.06,637.01,41.29582,-49.23309
50622.2,,,2164.98,739.21,558.78,41.29582,-49.23309
50683.01,,,1735.79,487.8,418.08,41.29582,-49.23309
51288.52,,,1881.72,580.65,450.59,41.29565,-49.23309
51604.89,,,1123.64,330.25,251.25,41.29565,-49.23309
51631.47,,,1276.03,365.3,300.76,41.29565,-49.23309
51631.47,,,1345.44,444.23,327.17,41.29565,-49.23309
51658.06,,,1671.15,532.59,435.67,41.29565,-49.23309
51658.06,,,1489.02,416.26,354.31,41.29565,-49.23309
51658.06,,,1407.67,418.57,322.57,41.29565,-49.23309
51711.23,,,1912,668.36,490.95,41.29565,-49.23309
52881.66,,,1284.47,389.3,284.37,41.29582,-49.23309
52881.66,,,940.43,252.46,207.18,41.29582,-49.23309
53871.47,,,869.4,228.19,196.85,41.29582,-49.23309
40338,,,1001.93,185.12,162.55,9.2658,-54.5439
40933,,,918.97,172.19,158.44,9.2658,-54.5439
41796,,,790.99,147.07,134.7,9.2658,-54.5439
43763,,,1018.58,207.16,181.82,9.2658,-54.5439
44825,,,927.04,188.78,148.51,9.2658,-54.5439
45701,,,848.1,131.51,123.88,9.2658,-54.5439
46571,,,1084.14,190.52,178.38,9.4333,-54.7333
47496,,,1420.45,307.89,262.07,9.4333,-54.733
48137,,,1907.63,472.23,364.24,9.4333,-54.733
49001,,,1754.53,413.6,327.97,9.4333,-54.7333
49831,,,1226.98,266.02,211.24,9.4333,-54.7333
50705,,,1157.47,221.02,211.38,9.4333,-54.7333
50856,,,1135.38,235.29,187.47,9.4333,-54.7333
51980,,,1285.1,286.79,217.55,9.4333,-54.7333
51980,,,1011.62,207.35,171.26,9.4333,-54.7333
53628,,,1027.76,214.7,179.05,9.4333,-54.7333
54678,,,647.83,122.7,97.49,9.4333,-54.7328
55541,,,796.67,163.04,127.04,9.4333,-54.7333
35607.55,,,910.3,180.67,160.46,18.4403,-179.5558
36396.42,,,871.97,199.35,157.48,18.4403,-179.5558
36963.28,,,883,190.95,138.92,18.4403,-179.5558
36963.28,,,830.6,167.98,146.54,18.4403,-179.5558
37636.08,,,814.01,334.09,203.91,18.4403,-179.5558
38109.41,,,898.8,209.28,160.36,18.4403,-179.5558
38781.08,,,893.23,156.4,157.32,18.4403,-179.5558
38781.08,,,887.01,169.97,153.25,18.4403,-179.5558
38781.08,,,950.09,207.79,172.86,18.4403,-179.5558
38781.08,,,947.84,191.91,180.3,18.4403,-179.5558
39445.98,,,787.87,188.68,159.63,18.4403,-179.5558
39445.98,,,945.83,195.63,151.98,18.4403,-179.5558
40250.64,,,966.73,219.38,165.53,18.4403,-179.5558
40917.8,,,864.55,177.08,143.35,18.4403,-179.5558
41467.76,,,963.44,195.69,180.52,18.4403,-179.5558
42387.36,,,885.73,185.4,148.84,18.4403,-179.5558
43068.05,,,945.05,199.58,173.52,18.4403,-179.5558
43068.05,,,955.12,182.42,159.99,18.4403,-179.5558
43383.6,,,857.89,155.43,142.82,18.4403,-179.5558
43744.22,,,1044.29,201.5,161.86,18.4403,-179.5558
44537.61,,,1063.92,209.44,181,18.4403,-179.5558
44873.44,,,1014.87,197.44,187.64,18.4403,-179.5558
44873.44,,,1023.7,208.22,170.65,18.4403,-179.5558
44873.44,,,895.03,187.42,152.68,18.4403,-179.5558
44873.44,,,874.28,184.72,152.81,18.4403,-179.5558
45204.77,,,958.56,175.94,154.15,18.4403,-179.5558
45204.77,,,1116.12,235.12,197.96,18.4403,-179.5558
45753.6,,,1030.3,197.16,174.94,18.4403,-179.5558
46317.08,,,1004.96,205.14,172.24,18.4403,-179.5558
46655.17,,,962.4,188.06,154.47,18.4403,-179.5558
47331.35,,,1070.43,192.97,163.18,18.4403,-179.5558
48015.42,,,1136.71,200.92,197.22,18.4403,-179.5558
48015.42,,,1039.03,215.68,184.79,18.4403,-179.5558
49134.49,,,1185.02,255.2,211.33,18.4403,-179.5558
49818.56,,,1116.42,256.93,207.65,18.4403,-179.5558
48112.48,,,985.12,274.01,222.34,41.42499,-49.82331
49990.74,,,1476.54,400.72,342.11,41.29565,-49.23309
49990.74,,,1491.93,477.8,360.52,41.29565,-49.23309
50541.61,,,2127.59,689.83,539.59,41.29582,-49.23309
50593.76,,,2157.37,897.57,592.09,41.29582,-49.23309
50603.24,,,2117.77,667.1,535.37,41.29582,-49.23309
50603.24,,,2275.91,912.06,637.01,41.29582,-49.23309
50622.2,,,2164.98,739.21,558.78,41.29582,-49.23309
50683.01,,,1735.79,487.8,418.08,41.29582,-49.23309
51288.52,,,1881.72,580.65,450.59,41.29565,-49.23309
51604.89,,,1123.64,330.25,251.25,41.29565,-49.23309
51631.47,,,1276.03,365.3,300.76,41.29565,-49.23309
51631.47,,,1345.44,444.23,327.17,41.29565,-49.23309
51658.06,,,1671.15,532.59,435.67,41.29565,-49.23309
51658.06,,,1489.02,416.26,354.31,41.29565,-49.23309
51658.06,,,1407.67,418.57,322.57,41.29565,-49.23309
51711.23,,,1912,668.36,490.95,41.29565,-49.23309
52881.66,,,1284.47,389.3,284.37,41.29582,-49.23309
52881.66,,,940.43,252.46,207.18,41.29582,-49.23309
53871.47,,,869.4,228.19,196.85,41.29582,-49.23309
32980,,,573.28,118.59,93.22,-9.18639,39.55111
33170,,,734.17,155.36,116.5,-9.18639,39.55111
33330,,,931.04,187.53,164.72,-9.18639,39.55111
33380,,,964.47,226.87,166.7,-9.21528,39.54833
33590,,,722.47,131.73,119.6,-9.18639,39.55111
33960,,,952.25,192.68,175.13,-9.21528,39.54833
34210,,,1007.85,220.2,171.03,-9.21528,39.54833
34420,,,989.62,273.98,204.63,-9.21528,39.54833
34630,,,837.45,239.32,176.48,-9.21528,39.54833
36900,600,600,805.11,232.72,185.63,-9.90225,39.70458
40300,300,300,681.23,148.71,121.85,-9.26524,39.5339
44400,100,400,966.52,196.37,176.36,-8.91771,39.50365
45600,300,100,1117.07,236.11,217.56,-8.91771,39.50365
53200,400,400,1431.07,334.91,267.99,-8.85621,39.46091
32980,,,623.53,72.82,86.39,-9.18639,39.55111
33170,,,786.42,100.16,121.17,-9.18639,39.55111
33330,,,1105.24,147.61,180.83,-9.18639,39.55111
33470,,,1159.57,162.15,200.9,-9.21528,39.54833
33590,,,763.29,94.34,113.41,-9.18639,39.55111
33960,,,959.41,133.97,165.81,-9.21528,39.54833
34210,,,1074.27,155.03,193.56,-9.21528,39.54833
34420,,,1045.94,217.13,304.02,-9.21528,39.54833
34630,,,876.08,186.65,263.43,-9.21528,39.54833
39807.93,1,1,614.46,106.23,100.39,9.26567,-54.54403
39910.95,1,1,624.98,119.13,94.66,9.26567,-54.54403
39982.67,1,1,715.38,132.75,117.02,9.26567,-54.54403
40061.54,1,1,631.36,113.42,104.65,9.26567,-54.54403
40110.88,1,1,674.99,131.27,107.6,9.26567,-54.54403
40250.21,1,1,676.9,129.71,109.25,9.26567,-54.54403
40394.07,1,1,678.09,115.75,107.87,9.26567,-54.54403
40517.2,1,1,603.34,114.74,91.26,9.26567,-54.54403
40648.94,1,1,649.44,114.25,95.13,9.26567,-54.54403
41012.33,1,1,668.45,119.92,106.4,9.26567,-54.54403
39123.61,10.28,10.28,728.52,132.37,110.83,18.4404,-179.555
39327.36,1.13,1.13,711.94,142.45,119.51,18.4404,-179.555
39958.09,2.25,2.25,674.2,124.49,106.75,18.4404,-179.555
40000.18,0.76,0.76,624.61,114.22,96.51,18.4404,-179.555
40031.2,2.1,2.1,845.15,173.17,140.15,18.4404,-179.555
40092.17,2.1,2.1,633.33,117.16,95.58,18.4404,-179.555
40139.68,2.82,2.82,781.37,142.44,127.87,18.4404,-179.555
40139.68,2.82,2.82,748.35,147.22,126.31,18.4404,-179.555
40168.72,2.82,2.82,780.67,152.01,129.7,18.4404,-179.555
40244.4,16.91,16.91,838.19,186.25,151.37,18.4404,-179.555
40309.35,16.95,16.95,878.64,177.76,147.36,18.4404,-179.555
40377.66,2.86,2.86,834.33,176.7,132.8,18.4404,-179.555
40516.8,2.86,2.86,1032.73,225.76,190.36,18.4404,-179.555
40629.24,2.55,2.55,732.21,148.31,123.39,18.4404,-179.555
40810.32,1.35,1.35,662.98,117.62,109.12,18.4404,-179.555
40920.52,1.35,1.35,656.91,119.99,104.11,18.4404,-179.555
41129.55,1.74,1.74,609.95,115.06,102.4,18.4404,-179.555
41529.5,5.71,5.71,673.91,122.82,114.56,18.4404,-179.555
39918.62,1,1,668.55,126.98,108.42,-50.946,-26.3686
40089.32,1,1,656.76,124.44,108.89,-50.946,-26.3686
40109.64,1,1,676.28,125.47,101.29,-50.946,-26.3686
40137.68,1,1,692.41,133.6,111.92,-50.946,-26.3686
40251.94,1,1,654.61,121.24,95.73,-50.946,-26.3686
40605.42,1,1,523.37,96.07,76.35,-50.946,-26.3686
40816.85,1,1,737.99,149.2,118.44,-50.946,-26.3686
39933.57,1,1,641.1,121.53,104.29,-28.53295,2.77957
39989.67,1,1,588.76,112.27,89.05,-28.53295,2.77957
40074.13,1,1,724.68,144,116.85,-28.53295,2.77957
40115.57,1,1,655.37,128.6,99.53,-28.53295,2.77957
40125.33,1,1,668.55,128.35,99.45,-28.53295,2.77957
40241.51,1,1,758.23,147.83,118.68,-28.53295,2.77957
40337.61,1,1,620.01,117.64,97.42,-28.53295,2.77957
40725.72,1,1,635.14,109.23,96.07,-28.53295,2.77957
41064.15,1,1,657.81,116.24,99.95,-28.53295,2.77957
39807.93,1,1,543.51,159.38,112.16,9.26567,-54.54403
39910.95,1,1,633.91,174.64,135.99,9.26567,-54.54403
39982.67,1,1,777.11,254.7,164.11,9.26567,-54.54403
40061.54,1,1,629.84,186.77,135.8,9.26567,-54.54403
40110.88,1,1,726.04,245.53,187.5,9.26567,-54.54403
40250.21,1,1,792.05,284.77,194.17,9.26567,-54.54403
40394.07,1,1,642.2,188.13,138.09,9.26567,-54.54403
40517.2,1,1,616.62,175.9,132.67,9.26567,-54.54403
40648.94,1,1,705.83,219.63,159.91,9.26567,-54.54403
41012.33,1,1,622.44,183.41,134.57,9.26567,-54.54403
39123.61,10.28,10.28,740.87,232.54,165.71,18.4404,-179.555
39327.36,1.13,1.13,874.97,310.67,198.41,18.4404,-179.555
39958.09,2.25,2.25,759.42,242.32,188.34,18.4404,-179.555
40000.18,0.76,0.76,576.99,185.06,140.16,18.4404,-179.555
40031.2,2.1,2.1,1003.65,319.91,237.08,18.4404,-179.555
40092.17,2.1,2.1,587.77,176.38,139.5,18.4404,-179.555
40139.68,2.82,2.82,867.52,273.21,199.26,18.4404,-179.555
40139.68,2.82,2.82,941.36,339.49,228.41,18.4404,-179.555
40168.72,2.82,2.82,951.04,343.78,238.04,18.4404,-179.555
40244.4,16.91,16.91,1120.52,465.18,326.64,18.4404,-179.555
40309.35,16.95,16.95,1042.62,338.15,258.15,18.4404,-179.555
40377.66,2.86,2.86,981.28,346.1,226.21,18.4404,-179.555
40516.8,2.86,2.86,1425.23,562.92,361.95,18.4404,-179.555
40629.24,2.55,2.55,961.71,356,229.73,18.4404,-179.555
40810.32,1.35,1.35,652.87,182.93,141.43,18.4404,-179.555
40920.52,1.35,1.35,673.44,189.65,144.5,18.4404,-179.555
41129.55,1.74,1.74,576.68,185.48,147.94,18.4404,-179.555
41529.5,5.71,5.71,674.18,207.8,150.78,18.4404,-179.555
39918.62,1,1,806.61,272.59,203.02,-50.946,-26.3686
40089.32,1,1,635.2,188.04,130.4,-50.946,-26.3686
40109.64,1,1,656.92,216.72,146.29,-50.946,-26.3686
40137.68,1,1,727.77,219.97,169.63,-50.946,-26.3686
40251.94,1,1,656.26,206.71,137.06,-50.946,-26.3686
40605.42,1,1,393.5,114.04,89.72,-50.946,-26.3686
40816.85,1,1,819.23,254.21,173.53,-50.946,-26.3686
39933.57,1,1,634.69,185.18,139.01,-28.53295,2.77957
39989.67,1,1,632.22,200.21,146.25,-28.53295,2.77957
40074.13,1,1,772.36,266.86,172.72,-28.53295,2.77957
40115.57,1,1,677.6,246.96,171.44,-28.53295,2.77957
40125.33,1,1,664.16,199.01,143.26,-28.53295,2.77957
40241.51,1,1,845.44,255.92,207.81,-28.53295,2.77957
40337.61,1,1,684.06,197.32,167.75,-28.53295,2.77957
40725.72,1,1,601.82,164.66,136.38,-28.53295,2.77957
41064.15,1,1,571.54,152.76,117.75,-28.53295,2.77957
2337.82,,,317.42,69.57,62.55,12.75,-78.73
2346.71,,,317.56,77.29,65.95,12.75,-78.73
2352.72,,,305.94,69.28,60.3,12.75,-78.73
2362.22,,,449.9,109.25,93.14,12.75,-78.73
2372.2,,,414.51,96.21,80.34,12.75,-78.73
2381.29,,,371.26,84.44,73.31,12.75,-78.73
2389.32,,,377.05,83.78,72.31,12.75,-78.73
2410.92,,,277.5,61.69,54.14,12.75,-78.73
2424.89,,,332.1,72.86,65.5,12.75,-78.73
2451.23,,,320.23,71.83,61.9,12.75,-78.73
2474.49,,,340.33,75.21,66.63,12.75,-78.73
2500.4,,,356.63,80.17,68.93,12.75,-78.73
2501.4,,,362.03,81.02,69.29,12.75,-78.73
2521.93,,,245.97,56.27,47.87,12.75,-78.73
2545.15,,,335.45,73.61,64.8,12.75,-78.73
2561.9,,,299.51,66.83,58.81,12.75,-78.73
2579.43,,,329.81,73.35,64.4,12.75,-78.73
2594.84,,,361.67,81.91,70.45,12.75,-78.73
2615.07,,,278.52,62.35,54.57,12.75,-78.73
2624.5,,,304.93,70.03,58.91,12.75,-78.73
2630.91,,,244.92,56.44,49.1,12.75,-78.73
2648.26,,,281.85,64.04,55.43,12.75,-78.73
2664.7,,,301.61,68.88,58.84,12.75,-78.73
2673.02,,,262.67,60.38,53.36,12.75,-78.73
2680.36,,,322.77,72.18,61.33,12.75,-78.73
2686.56,,,283.78,64.46,55.82,12.75,-78.73
2695.16,,,275.6,61.16,54.64,12.75,-78.73
2700.04,,,234.41,58.62,51.08,12.75,-78.73
2703.2,,,319.02,73.6,62.05,12.75,-78.73
2707.21,,,262.14,60.53,52.46,12.75,-78.73
2745.52,,,338.76,75.91,66.67,12.75,-78.73
2751.48,,,320.97,75.18,62.81,12.75,-78.73
2764.19,,,358.16,79.57,70.54,12.75,-78.73
2777.48,,,279.08,63.09,55.45,12.75,-78.73
2798.54,,,281.29,64.19,55.26,12.75,-78.73
2830.18,,,317.12,72.02,62.65,12.75,-78.73
2831.68,,,361.4,91.93,77.93,12.75,-78.73
2838.9,,,387.68,87.27,73.91,12.75,-78.73
2849.18,,,307.71,68.96,60.6,12.75,-78.73
2858.32,,,444.89,103.91,89.41,12.75,-78.73
2912.38,,,370.57,82.51,70.87,12.75,-78.73
2923.56,,,377.17,84.24,72.86,12.75,-78.73
2941.58,,,337.22,74.71,64.5,12.75,-78.73
2950.49,,,357.8,81.74,70.39,12.75,-78.73
2951.16,,,419.31,105.63,88.25,12.75,-78.73
2959.6,,,345.53,75.09,66.54,12.75,-78.73
2978.07,,,328.22,74.23,62.83,12.75,-78.73
3002.81,,,368.96,84.08,71.52,12.75,-78.73
3011,,,356.95,79.13,70.48,12.75,-78.73
3027.58,,,380.92,85.98,74.4,12.75,-78.73
3042.66,,,419.48,98.21,83.4,12.75,-78.73
3050.02,,,418.02,94.11,80.08,12.75,-78.73
3059.03,,,361.32,83.25,73.09,12.75,-78.73
3062.96,,,413.1,94.65,81.84,12.75,-78.73
3066.54,,,379.83,86.49,74.9,12.75,-78.73
3091.18,,,334.2,74.06,63.92,12.75,-78.73
3100.18,,,319.31,73.34,62.02,12.75,-78.73
3114.24,,,391.55,87.94,76.2,12.75,-78.73
3133.15,,,345.25,78.53,68.14,12.75,-78.73
3143.17,,,333.87,79.04,66.06,12.75,-78.73
3151.9,,,403.18,125.18,100.5,12.75,-78.73
3157.94,,,339.65,76.44,67.89,12.75,-78.73
3171.55,,,451.65,102.02,86.95,12.75,-78.73
3179.79,,,381.07,85.66,72.33,12.75,-78.73
3189.19,,,283.44,63.11,55.06,12.75,-78.73
3198.73,,,330.9,74.05,63.52,12.75,-78.73
3209.38,,,326.38,73.6,63.07,12.75,-78.73
3224.6,,,375.85,85.21,73.16,12.75,-78.73
3239.89,,,423.24,112.75,94.08,12.75,-78.73
3242.93,,,354.46,79.31,70.04,12.75,-78.73
3245.81,,,316.3,70.75,60.64,12.75,-78.73
3259.58,,,347.83,81.32,70.83,12.75,-78.73
3270.17,,,364.75,91.23,77.28,12.75,-78.73
3280.6,,,313.37,69.74,62.16,12.75,-78.73
2347.23,,,369.1,85.2,73.04,-1.39472,-11.74306
2417.17,,,441.68,115.13,94.29,-1.39472,-11.74306
2498.36,,,422.79,97.96,84.97,-1.39472,-11.74306
2626.14,,,401.93,96.27,79.14,-1.39472,-11.74306
2750.57,,,376.3,92.12,77.94,-1.39472,-11.74306
2828.28,,,352.05,82.53,69.92,-1.39472,-11.74306
3160.11,,,525.26,126.97,106.61,-1.39472,-11.74306
3244.9,,,441.18,112.41,94.11,-1.39472,-11.74306
13798.51,,,310.66,57.66,58.34,35.926,4.335
13785.62,,,284.65,53.65,51.35,35.926,4.335
13772.74,,,298.5,54.5,57.5,35.926,4.335
13740.53,,,233.53,46.53,39.47,35.926,4.335
13735.67,,,264.55,56.55,38.45,35.926,4.335
13730.82,,,256.33,52.33,41.67,35.926,4.335
66132.33,,,787.53,296.23,216.11,33.821,178.92
66039,,,1566.72,685.74,397.43,50.865,5.784
66039,,,1453.05,776.35,416.62,50.865,5.784
66320,,,843.29,219.7,151.11,34.056,-88.924
66820,,,840.92,345.05,229.5,30.142,-76.112
66820,,,902.3,381.69,248.06,30.142,-76.112
66172.68,,,1395.09,697.29,418.56,30.142,-76.112
66039,,,1839.26,1361.11,561.09,50.865,5.784
66045.6,,,925.03,387.19,262.45,31.108,-96.837
66054,,,863.62,341.23,241.58,31.108,-96.837
66094,,,890.48,348.09,244.93,31.108,-96.837
66020,,,1150.93,534.88,337.88,31.108,-96.837
65997.5,,,570.17,184.68,160.33,32.652,158.506
65986.3,,,708.78,300.19,217.19,32.652,158.506
65921.2,,,869.31,321.8,242.36,32.652,158.506
65957,,,969.46,403.69,275.93,32.652,158.506
65614.1,,,1166.08,654.48,376.46,32.652,158.506
2340.14,,,310.84,57.34,43.46,12.75,-78.73
2350.85,,,308.16,62.69,45.22,12.75,-78.73
2358.08,,,300.91,56.58,41.36,12.75,-78.73
2378.92,,,397.52,72,57.4,12.75,-78.73
2388.39,,,365.24,60.9,56.15,12.75,-78.73
2396.71,,,372.63,59.24,59.26,12.75,-78.73
2410.93,,,278.03,48.7,40.04,12.75,-78.73
2426.63,,,328.64,56.17,47.98,12.75,-78.73
2454.51,,,317.71,54.3,46.75,12.75,-78.73
2473.82,,,337.65,57.02,48.56,12.75,-78.73
2497.34,,,351.97,60.93,50.72,12.75,-78.73
2498.3,,,349.77,69,44.74,12.75,-78.73
2517.16,,,247.63,46.23,35.52,12.75,-78.73
2540.44,,,333.81,55.9,50.82,12.75,-78.73
2572.4,,,303.13,49.34,46.24,12.75,-78.73
2586.5,,,326.17,57.93,46.25,12.75,-78.73
2600.34,,,357.55,64.2,53.58,12.75,-78.73
2618.69,,,282.93,48.74,42.94,12.75,-78.73
2626.86,,,304.93,54.09,43.84,12.75,-78.73
2632.74,,,252.94,42.87,38.85,12.75,-78.73
2647.36,,,283.71,49.42,40.71,12.75,-78.73
2661.38,,,305.1,52.08,45.46,12.75,-78.73
2671.05,,,263.9,48.56,37.61,12.75,-78.73
2679.21,,,320.16,57.24,45.33,12.75,-78.73
2686.16,,,282.43,53.34,38.51,12.75,-78.73
2698.25,,,281.51,43.22,44.35,12.75,-78.73
2705.51,,,239.5,49.35,40.56,12.75,-78.73
2710.04,,,312.87,61.79,44.01,12.75,-78.73
2716.09,,,262.25,50.32,35.49,12.75,-78.73
2744.51,,,332.26,62.77,43.62,12.75,-78.73
2751.11,,,316.6,61.77,44.9,12.75,-78.73
2764.59,,,356.67,58.46,53.43,12.75,-78.73
2778.07,,,278.79,51.53,38.43,12.75,-78.73
2799.52,,,280.1,52.86,39.25,12.75,-78.73
2821.86,,,314.1,58.91,42.75,12.75,-78.73
2823.45,,,352.26,80.82,56.04,12.75,-78.73
2832.34,,,376.25,72.54,49.58,12.75,-78.73
2845.05,,,308.99,52.04,48.12,12.75,-78.73
2882.85,,,421.06,88.15,54.42,12.75,-78.73
2916.2,,,365.89,60.22,54.42,12.75,-78.73
2927,,,362.81,68.27,49.56,12.75,-78.73
2942.97,,,331.45,60.29,45.73,12.75,-78.73
2950.22,,,350.06,64.55,50.09,12.75,-78.73
2950.22,,,391.96,93.5,56.27,12.75,-78.73
2956.69,,,341.79,59.58,48.28,12.75,-78.73
2971.7,,,323.37,57.93,44.97,12.75,-78.73
2998.11,,,366.03,57.01,56.96,12.75,-78.73
3006.65,,,346.46,66.04,49.03,12.75,-78.73
3023.22,,,366.8,70.72,49.79,12.75,-78.73
3041.93,,,412.62,67.46,69.03,12.75,-78.73
3051.27,,,411.24,66.44,63.7,12.75,-78.73
3060.8,,,349.91,68.93,51.28,12.75,-78.73
3064.67,,,401.62,71.25,59.05,12.75,-78.73
3067.99,,,373.11,60.87,59.3,12.75,-78.73
3091.2,,,330.52,56.42,49.58,12.75,-78.73
3099.49,,,312.53,58.69,42.45,12.75,-78.73
3112.2,,,376.68,70.84,53.8,12.75,-78.73
3134.59,,,332,65.35,46.43,12.75,-78.73
3146.71,,,326.23,62.19,49.03,12.75,-78.73
3149.8,,,285.04,52.09,44.46,12.75,-78.73
3151.75,,,377.09,113.36,68.59,12.75,-78.73
3152.24,,,351.63,73.87,54.61,12.75,-78.73
3153.05,,,331.48,73.36,51.25,12.75,-78.73
3154.35,,,331.95,58.02,48.07,12.75,-78.73
3155.33,,,318.31,56.44,47.99,12.75,-78.73
3156.8,,,458.65,100.89,71.91,12.75,-78.73
3158.75,,,324.01,61.64,44.6,12.75,-78.73
3160.05,,,327.25,66.56,52.02,12.75,-78.73
3160.38,,,434.93,77.04,64.72,12.75,-78.73
3161.92,,,403.7,87.35,65.41,12.75,-78.73
3163.14,,,360.58,66.3,57.18,12.75,-78.73
3176.65,,,369.45,64,52.52,12.75,-78.73
3180.88,,,282.72,51.35,41.48,12.75,-78.73
3181.53,,,309.25,60.29,47.35,12.75,-78.73
3184.78,,,324.96,58.88,48.9,12.75,-78.73
3185.27,,,335.65,70.08,46.95,12.75,-78.73
3186.41,,,470.59,138.93,76.63,12.75,-78.73
3190.83,,,396.78,87.83,74.7,12.75,-78.73
3192.03,,,317.91,62.18,46.03,12.75,-78.73
3195.95,,,432.02,94.88,70.98,12.75,-78.73
3202.88,,,350,60.7,54.51,12.75,-78.73
3204.69,,,362.43,68.44,51.53,12.75,-78.73
3205.3,,,426.95,116.08,74.67,12.75,-78.73
3208.31,,,361.09,86.69,55.29,12.75,-78.73
3211.02,,,392.39,91.53,71.65,12.75,-78.73
3216.14,,,350.62,79.42,54.36,12.75,-78.73
3217.95,,,398.28,100,63.75,12.75,-78.73
3220.06,,,382.43,103.07,62.28,12.75,-78.73
3220.67,,,345.22,60.9,53.2,12.75,-78.73
3223.08,,,307.79,57.23,42.01,12.75,-78.73
3223.98,,,369.38,101.92,55.39,12.75,-78.73
3230.61,,,416.51,106.24,67.25,12.75,-78.73
3233.02,,,306.52,70.34,51.4,12.75,-78.73
3235.13,,,338.18,68.03,54.59,12.75,-78.73
3236.04,,,366.19,82.25,60.07,12.75,-78.73
3247.82,,,384.48,90.51,63.12,12.75,-78.73
3252.14,,,349.65,79.5,53.32,12.75,-78.73
3254.13,,,352.26,89.51,53.91,12.75,-78.73
3260.77,,,366.84,98.66,61.27,12.75,-78.73
3268.07,,,351.09,73.86,51.59,12.75,-78.73
3272.06,,,306.48,55.46,45.64,12.75,-78.73
3278.7,,,389.69,91.14,65.85,12.75,-78.73
3286.67,,,308.4,61.42,47.65,12.75,-78.73
